user_id	avg_pay_amt	avg_pay_amt_weekdays	avg_pay_amt_weekends
122411	[29,36)	[29,36)	[36,49)
122412	[49,65)	未知	>=65
122413	>=65	>=65	>=65
122414	>=65	[36,49)	[36,49)
122415	[36,49)	[29,36)	[49,65)
122416	[49,65)	[49,65)	[49,65)
122417	[29,36)	[29,36)	[29,36)
122418	[36,49)	[36,49)	[36,49)
122419	[49,65)	[49,65)	[49,65)
122420	<29	<29	<29
122421	<29	<29	<29
122422	[36,49)	[36,49)	[36,49)
122423	[36,49)	[36,49)	[36,49)
122424	<29	<29	<29
122425	<29	<29	<29
122426	[49,65)	[49,65)	[49,65)
122427	[36,49)	[29,36)	[36,49)
122428	[49,65)	[49,65)	[49,65)
122429	>=65	>=65	>=65
122430	[29,36)	[29,36)	[49,65)
122431	[29,36)	[29,36)	[29,36)
122432	[49,65)	[36,49)	[36,49)
122433	>=65	[49,65)	>=65
122434	[36,49)	[36,49)	[36,49)
122435	[29,36)	[29,36)	[36,49)
122436	[36,49)	[36,49)	[36,49)
122437	>=65	>=65	>=65
122438	[29,36)	[29,36)	[29,36)
122439	[36,49)	[36,49)	[36,49)
122440	>=65	[49,65)	>=65
122441	[36,49)	[36,49)	[36,49)
122442	<29	<29	<29
122443	<29	<29	[29,36)
122444	[36,49)	[36,49)	[36,49)
122445	[29,36)	[29,36)	[29,36)
122446	<29	<29	[36,49)
122447	[49,65)	[49,65)	[49,65)
122448	[29,36)	[29,36)	<29
122449	>=65	>=65	>=65
122450	[29,36)	[29,36)	[36,49)
122451	>=65	>=65	>=65
122452	[49,65)	[36,49)	[36,49)
122453	>=65	>=65	>=65
122454	<29	<29	[29,36)
122455	[29,36)	[29,36)	[29,36)
122456	<29	<29	<29
122457	[36,49)	[29,36)	[36,49)
122458	[29,36)	[29,36)	[29,36)
122459	<29	<29	<29
122460	[49,65)	[49,65)	[49,65)
122461	[36,49)	[29,36)	[49,65)
122462	<29	<29	<29
122463	<29	<29	<29
122464	>=65	>=65	>=65
122465	>=65	>=65	>=65
122466	[36,49)	[36,49)	[36,49)
122467	<29	<29	[29,36)
122468	[36,49)	[36,49)	[36,49)
122469	>=65	>=65	[49,65)
122470	[29,36)	[29,36)	<29
122471	[36,49)	[36,49)	[29,36)
122472	[36,49)	[36,49)	[36,49)
122473	<29	<29	<29
122474	[36,49)	[36,49)	[36,49)
122475	<29	<29	<29
122476	[49,65)	[36,49)	[36,49)
122477	[49,65)	[49,65)	[49,65)
122478	>=65	>=65	>=65
122479	[49,65)	[49,65)	[49,65)
122480	<29	<29	<29
122481	[36,49)	[29,36)	[49,65)
122482	<29	<29	<29
122483	<29	<29	<29
122484	<29	<29	<29
122485	>=65	>=65	>=65
122486	<29	<29	<29
122487	<29	<29	<29
122488	[49,65)	[49,65)	>=65
122489	[49,65)	[36,49)	[36,49)
122490	[36,49)	[36,49)	[36,49)
122491	[36,49)	[36,49)	[29,36)
122492	>=65	>=65	[49,65)
122493	[29,36)	[29,36)	[29,36)
122494	<29	<29	[29,36)
122495	[36,49)	[36,49)	<29
122496	<29	<29	[29,36)
122497	<29	<29	<29
122498	[49,65)	[36,49)	[36,49)
122499	[49,65)	未知	>=65
122500	[49,65)	[36,49)	[36,49)
122501	<29	<29	<29
122502	[29,36)	<29	[49,65)
122503	[49,65)	[36,49)	[36,49)
122504	[49,65)	[49,65)	[49,65)
122505	[49,65)	[49,65)	[49,65)
122506	[49,65)	[49,65)	>=65
122507	>=65	>=65	>=65
122508	[49,65)	[49,65)	[49,65)
122509	>=65	>=65	[49,65)
122510	<29	<29	<29
122511	[29,36)	[29,36)	[36,49)
122512	<29	<29	<29
122513	>=65	>=65	>=65
122514	[29,36)	[29,36)	[29,36)
122515	[49,65)	未知	[49,65)
122516	[36,49)	[36,49)	[36,49)
122517	<29	<29	<29
122518	>=65	>=65	>=65
122519	[29,36)	[36,49)	[29,36)
122520	[49,65)	[49,65)	[49,65)
122521	[36,49)	未知	[49,65)
122522	>=65	>=65	>=65
122523	[36,49)	未知	[49,65)
122524	<29	<29	[29,36)
122525	[49,65)	[36,49)	[36,49)
122526	>=65	[49,65)	>=65
122527	>=65	>=65	>=65
122528	>=65	>=65	>=65
122529	<29	<29	<29
122530	>=65	>=65	>=65
122531	<29	<29	<29
122532	>=65	>=65	>=65
122533	[49,65)	>=65	[49,65)
122534	<29	<29	[29,36)
122535	[49,65)	[49,65)	>=65
122536	[49,65)	[49,65)	[49,65)
122537	[49,65)	[49,65)	[49,65)
122538	[29,36)	[29,36)	[36,49)
122539	>=65	>=65	未知
122540	>=65	>=65	>=65
122541	[49,65)	[49,65)	[49,65)
122542	[29,36)	[29,36)	[36,49)
122543	<29	<29	<29
122544	>=65	>=65	>=65
122545	[36,49)	未知	[49,65)
122546	>=65	>=65	[49,65)
122547	<29	<29	<29
122548	>=65	>=65	>=65
122549	[29,36)	[29,36)	[29,36)
122550	<29	<29	<29
122551	[36,49)	[29,36)	>=65
122552	[29,36)	[29,36)	<29
122553	>=65	>=65	>=65
122554	[36,49)	[36,49)	[36,49)
122555	>=65	>=65	[49,65)
122556	[36,49)	<29	>=65
122557	>=65	>=65	[49,65)
122558	>=65	>=65	>=65
122559	<29	<29	<29
122560	[49,65)	[49,65)	[49,65)
122561	>=65	>=65	>=65
122562	>=65	>=65	>=65
122563	<29	<29	<29
122564	>=65	>=65	>=65
122565	>=65	[49,65)	>=65
122566	[36,49)	[29,36)	[36,49)
122567	[49,65)	[49,65)	[49,65)
122568	[36,49)	[36,49)	[36,49)
122569	[36,49)	[36,49)	[36,49)
122570	[36,49)	[36,49)	[36,49)
122571	<29	<29	<29
122572	[49,65)	[49,65)	[49,65)
122573	[36,49)	[29,36)	[36,49)
122574	>=65	>=65	>=65
122575	>=65	>=65	>=65
122576	[29,36)	[29,36)	[36,49)
122577	<29	<29	<29
122578	[29,36)	<29	[29,36)
122579	[36,49)	[36,49)	[36,49)
122580	<29	<29	<29
122581	[29,36)	[29,36)	[36,49)
122582	<29	<29	[36,49)
122583	>=65	>=65	>=65
122584	[36,49)	[36,49)	[36,49)
122585	[49,65)	[36,49)	[36,49)
122586	>=65	>=65	>=65
122587	>=65	>=65	[49,65)
122588	[49,65)	[36,49)	[36,49)
122589	<29	<29	<29
122590	<29	<29	<29
122591	[36,49)	未知	>=65
122592	[29,36)	[29,36)	[29,36)
122593	[36,49)	[36,49)	[36,49)
122594	[36,49)	[36,49)	[36,49)
122595	[49,65)	[49,65)	[49,65)
122596	[36,49)	[36,49)	[36,49)
122597	[36,49)	[36,49)	[29,36)
122598	[49,65)	[49,65)	[49,65)
122599	<29	<29	<29
122600	<29	<29	<29
122601	[36,49)	[36,49)	[36,49)
122602	[36,49)	未知	[49,65)
122603	[36,49)	[36,49)	[36,49)
122604	[36,49)	[36,49)	[29,36)
122605	[36,49)	[36,49)	[36,49)
122606	[36,49)	[36,49)	[36,49)
122607	<29	<29	<29
122608	[29,36)	[29,36)	[29,36)
122609	[36,49)	[36,49)	[36,49)
122610	[36,49)	未知	[49,65)
122611	>=65	>=65	>=65
122612	[49,65)	未知	[49,65)
122613	[29,36)	[29,36)	[29,36)
122614	[36,49)	[36,49)	[36,49)
122615	<29	[29,36)	<29
122616	[29,36)	[29,36)	[36,49)
122617	>=65	>=65	>=65
122618	[49,65)	>=65	[49,65)
122619	>=65	>=65	>=65
122620	<29	<29	<29
122621	[36,49)	[36,49)	[36,49)
122622	<29	<29	<29
122623	<29	<29	<29
122624	<29	<29	<29
122625	[36,49)	[36,49)	[36,49)
122626	<29	<29	<29
122627	<29	<29	<29
122628	<29	<29	<29
122629	[29,36)	[29,36)	[36,49)
122630	>=65	>=65	>=65
122631	[36,49)	[36,49)	[36,49)
122632	<29	<29	<29
122633	<29	<29	<29
122634	[36,49)	未知	[49,65)
122635	[36,49)	[36,49)	[29,36)
122636	<29	<29	<29
122637	[36,49)	[36,49)	[36,49)
122638	>=65	>=65	>=65
122639	[29,36)	[29,36)	[29,36)
122640	<29	<29	[36,49)
122641	[49,65)	[49,65)	[49,65)
122642	>=65	[49,65)	>=65
122643	[49,65)	[49,65)	>=65
122644	<29	<29	<29
122645	[36,49)	<29	[49,65)
122646	[49,65)	[49,65)	[49,65)
122647	>=65	>=65	>=65
122648	[49,65)	[49,65)	>=65
122649	[36,49)	[36,49)	[36,49)
122650	>=65	>=65	>=65
122651	>=65	[49,65)	>=65
122652	[36,49)	未知	[49,65)
122653	>=65	>=65	>=65
122654	[49,65)	[49,65)	[49,65)
122655	<29	<29	[36,49)
122656	[36,49)	[36,49)	[36,49)
122657	>=65	>=65	>=65
122658	[49,65)	[36,49)	[36,49)
122659	[36,49)	[36,49)	[36,49)
122660	[36,49)	[36,49)	[36,49)
122661	[36,49)	[36,49)	[36,49)
122662	[49,65)	[49,65)	[49,65)
122663	[36,49)	[36,49)	[36,49)
122664	<29	<29	<29
122665	[36,49)	[36,49)	[36,49)
122666	[29,36)	[29,36)	[29,36)
122667	[36,49)	[36,49)	[36,49)
122668	>=65	>=65	>=65
122669	[36,49)	[29,36)	[36,49)
122670	[49,65)	[36,49)	[36,49)
122671	[49,65)	[49,65)	[49,65)
122672	[36,49)	[36,49)	[36,49)
122673	>=65	>=65	>=65
122674	[29,36)	[29,36)	[29,36)
122675	>=65	>=65	>=65
122676	[49,65)	[49,65)	[49,65)
122677	>=65	[49,65)	>=65
122678	<29	<29	<29
122679	<29	<29	<29
122680	[36,49)	[36,49)	[36,49)
122681	>=65	>=65	>=65
122682	[29,36)	[29,36)	[36,49)
122683	[29,36)	[29,36)	<29
122684	<29	<29	<29
122685	[49,65)	>=65	[49,65)
122686	>=65	>=65	>=65
122687	[49,65)	[49,65)	[49,65)
122688	[29,36)	[29,36)	[29,36)
122689	>=65	>=65	[49,65)
122690	[36,49)	[29,36)	[36,49)
122691	<29	<29	<29
122692	<29	<29	<29
122693	[49,65)	[36,49)	[36,49)
122694	<29	<29	<29
122695	[49,65)	未知	[49,65)
122696	[36,49)	[36,49)	[36,49)
122697	[36,49)	[36,49)	[36,49)
122698	>=65	>=65	>=65
122699	>=65	>=65	>=65
122700	[49,65)	[49,65)	[49,65)
122701	<29	<29	<29
122702	[36,49)	[36,49)	[36,49)
122703	<29	<29	<29
122704	[36,49)	[36,49)	[36,49)
122705	[49,65)	[49,65)	[49,65)
122706	[49,65)	[36,49)	[36,49)
122707	<29	<29	<29
122708	[49,65)	未知	>=65
122709	<29	<29	<29
122710	[36,49)	[29,36)	[49,65)
122711	[49,65)	[49,65)	[49,65)
122712	>=65	>=65	>=65
122713	<29	<29	<29
122714	<29	<29	<29
122715	[49,65)	[49,65)	[49,65)
122716	[49,65)	[49,65)	[49,65)
122717	[49,65)	[49,65)	[49,65)
122718	[29,36)	[29,36)	[29,36)
122719	[36,49)	[29,36)	[36,49)
122720	[29,36)	[36,49)	[29,36)
122721	[36,49)	[36,49)	[36,49)
122722	[36,49)	[36,49)	[29,36)
122723	<29	<29	[36,49)
122724	[36,49)	[36,49)	[29,36)
122725	>=65	>=65	>=65
122726	[49,65)	[49,65)	>=65
122727	[29,36)	[29,36)	<29
122728	[36,49)	[36,49)	[36,49)
122729	[36,49)	[36,49)	[36,49)
122730	[36,49)	[36,49)	<29
122731	[49,65)	[49,65)	[49,65)
122732	[29,36)	<29	[29,36)
122733	[36,49)	[36,49)	[36,49)
122734	[49,65)	[49,65)	[49,65)
122735	[29,36)	[36,49)	[29,36)
122736	>=65	>=65	[49,65)
122737	<29	<29	<29
122738	>=65	>=65	>=65
122739	[49,65)	[49,65)	[49,65)
122740	>=65	>=65	>=65
122741	<29	<29	<29
122742	[29,36)	[29,36)	[29,36)
122743	<29	<29	<29
122744	[36,49)	[36,49)	[36,49)
122745	[36,49)	[36,49)	[36,49)
122746	[29,36)	[29,36)	<29
122747	<29	<29	<29
122748	[36,49)	[36,49)	[36,49)
122749	[49,65)	[36,49)	[36,49)
122750	[29,36)	[29,36)	[29,36)
122751	>=65	>=65	>=65
122752	<29	<29	<29
122753	[49,65)	[49,65)	[49,65)
122754	[29,36)	[29,36)	[36,49)
122755	[49,65)	[36,49)	[36,49)
122756	<29	<29	<29
122757	[36,49)	未知	[49,65)
122758	>=65	>=65	>=65
122759	[29,36)	<29	[36,49)
122760	[29,36)	[29,36)	[29,36)
122761	[36,49)	未知	[49,65)
122762	[36,49)	[36,49)	[36,49)
122763	[29,36)	[29,36)	[29,36)
122764	[49,65)	[49,65)	[49,65)
122765	>=65	>=65	>=65
122766	>=65	>=65	>=65
122767	>=65	>=65	>=65
122768	>=65	>=65	>=65
122769	>=65	>=65	>=65
122770	[49,65)	[36,49)	[36,49)
122771	[36,49)	[36,49)	[36,49)
122772	[36,49)	[36,49)	[36,49)
122773	>=65	>=65	>=65
122774	[29,36)	[29,36)	[36,49)
122775	[36,49)	[36,49)	[29,36)
122776	[36,49)	[29,36)	[49,65)
122777	<29	[29,36)	<29
122778	<29	<29	<29
122779	>=65	>=65	>=65
122780	[49,65)	未知	>=65
122781	>=65	>=65	>=65
122782	<29	<29	<29
122783	<29	<29	[29,36)
122784	[36,49)	[36,49)	[36,49)
122785	<29	<29	<29
122786	<29	<29	[29,36)
122787	>=65	>=65	>=65
122788	[29,36)	[29,36)	[29,36)
122789	<29	<29	<29
122790	[29,36)	[36,49)	[29,36)
122791	[36,49)	[29,36)	[36,49)
122792	[36,49)	[36,49)	[29,36)
122793	[36,49)	[36,49)	[29,36)
122794	<29	[36,49)	<29
122795	[49,65)	[49,65)	[49,65)
122796	<29	<29	<29
122797	[36,49)	[36,49)	[36,49)
122798	[36,49)	[36,49)	[36,49)
122799	>=65	>=65	>=65
122800	>=65	未知	>=65
122801	<29	<29	<29
122802	>=65	>=65	>=65
122803	[36,49)	[36,49)	[36,49)
122804	<29	<29	<29
122805	<29	<29	<29
122806	[49,65)	[49,65)	>=65
122807	[36,49)	[36,49)	[36,49)
122808	>=65	>=65	>=65
122809	[36,49)	未知	[49,65)
122810	[29,36)	[29,36)	[29,36)
122811	>=65	>=65	>=65
122812	>=65	>=65	>=65
122813	>=65	>=65	>=65
122814	[36,49)	[36,49)	[36,49)
122815	[36,49)	[36,49)	[36,49)
122816	[36,49)	未知	[49,65)
122817	[29,36)	[29,36)	[29,36)
122818	[29,36)	[29,36)	<29
122819	[36,49)	[36,49)	[29,36)
122820	[29,36)	[29,36)	[29,36)
122821	[36,49)	未知	[49,65)
122822	>=65	>=65	>=65
122823	[49,65)	[49,65)	[49,65)
122824	>=65	>=65	>=65
122825	[49,65)	[49,65)	>=65
122826	>=65	>=65	>=65
122827	[49,65)	[49,65)	[49,65)
122828	[36,49)	[36,49)	[29,36)
122829	<29	<29	<29
122830	[29,36)	[29,36)	[29,36)
122831	[36,49)	[29,36)	[49,65)
122832	[49,65)	[49,65)	[49,65)
122833	[49,65)	[49,65)	[49,65)
122834	[36,49)	[36,49)	[36,49)
122835	<29	<29	<29
122836	>=65	>=65	>=65
122837	[49,65)	[49,65)	[49,65)
122838	<29	<29	<29
122839	<29	<29	<29
122840	>=65	>=65	>=65
122841	[49,65)	[49,65)	[49,65)
122842	>=65	>=65	>=65
122843	>=65	>=65	>=65
122844	[29,36)	[29,36)	<29
122845	[36,49)	[36,49)	[36,49)
122846	<29	<29	<29
122847	[36,49)	[36,49)	<29
122848	<29	[29,36)	<29
122849	<29	<29	<29
122850	[29,36)	[29,36)	>=65
122851	[29,36)	<29	[49,65)
122852	>=65	>=65	>=65
122853	<29	<29	<29
122854	[36,49)	[36,49)	[36,49)
122855	[49,65)	[36,49)	[36,49)
122856	>=65	>=65	>=65
122857	[29,36)	<29	[36,49)
122858	<29	<29	<29
122859	[49,65)	[36,49)	[29,36)
122860	<29	<29	<29
122861	<29	<29	<29
122862	[49,65)	[49,65)	[49,65)
122863	>=65	>=65	未知
122864	>=65	>=65	>=65
122865	<29	<29	<29
122866	>=65	>=65	>=65
122867	>=65	>=65	>=65
122868	[49,65)	[49,65)	[49,65)
122869	<29	<29	<29
122870	<29	<29	[29,36)
122871	[29,36)	[29,36)	[36,49)
122872	[49,65)	[36,49)	[36,49)
122873	[29,36)	[36,49)	[29,36)
122874	[29,36)	<29	[29,36)
122875	<29	<29	<29
122876	<29	<29	<29
122877	[49,65)	[36,49)	[36,49)
122878	[36,49)	[36,49)	<29
122879	[49,65)	[49,65)	>=65
122880	[36,49)	[29,36)	[36,49)
122881	[36,49)	[36,49)	[36,49)
122882	<29	<29	<29
122883	[36,49)	未知	[49,65)
122884	[29,36)	[29,36)	[36,49)
122885	[49,65)	[49,65)	[49,65)
122886	>=65	>=65	未知
122887	[36,49)	[29,36)	[36,49)
122888	[36,49)	<29	[49,65)
122889	<29	<29	[36,49)
122890	[36,49)	未知	[49,65)
122891	>=65	[49,65)	>=65
122892	>=65	>=65	>=65
122893	[29,36)	[29,36)	[29,36)
122894	[49,65)	[49,65)	[49,65)
122895	[29,36)	[29,36)	[36,49)
122896	<29	<29	<29
122897	<29	<29	<29
122898	[29,36)	[29,36)	[29,36)
122899	[49,65)	[49,65)	[49,65)
122900	>=65	>=65	>=65
122901	>=65	>=65	>=65
122902	<29	<29	[29,36)
122903	[36,49)	未知	>=65
122904	<29	<29	<29
122905	[36,49)	未知	[49,65)
122906	>=65	>=65	>=65
122907	[49,65)	[49,65)	>=65
122908	[36,49)	未知	>=65
122909	>=65	>=65	>=65
122910	[36,49)	未知	[49,65)
122911	[49,65)	未知	[49,65)
122912	<29	<29	<29
122913	>=65	>=65	>=65
122914	>=65	>=65	>=65
122915	[49,65)	[49,65)	[49,65)
122916	[29,36)	[36,49)	[29,36)
122917	[36,49)	未知	[49,65)
122918	>=65	>=65	>=65
122919	<29	<29	<29
122920	[36,49)	[36,49)	[36,49)
122921	[36,49)	未知	[49,65)
122922	<29	<29	<29
122923	>=65	[49,65)	>=65
122924	[36,49)	[36,49)	[36,49)
122925	[36,49)	[36,49)	[36,49)
122926	<29	<29	<29
122927	[49,65)	[49,65)	[49,65)
122928	[36,49)	[36,49)	[36,49)
122929	>=65	>=65	>=65
122930	>=65	>=65	>=65
122931	>=65	>=65	>=65
122932	[29,36)	[29,36)	[36,49)
122933	>=65	>=65	>=65
122934	<29	<29	<29
122935	[36,49)	[36,49)	<29
122936	[36,49)	[36,49)	[36,49)
122937	[49,65)	[49,65)	[49,65)
122938	[49,65)	[36,49)	[36,49)
122939	[36,49)	[36,49)	[36,49)
122940	[49,65)	[49,65)	>=65
122941	<29	<29	<29
122942	<29	<29	<29
122943	[49,65)	[49,65)	[49,65)
122944	>=65	>=65	>=65
122945	[36,49)	[36,49)	[36,49)
122946	>=65	>=65	>=65
122947	[29,36)	[29,36)	[29,36)
122948	[29,36)	[29,36)	[29,36)
122949	<29	<29	<29
122950	[29,36)	[29,36)	[29,36)
122951	<29	<29	[36,49)
122952	[49,65)	[36,49)	[29,36)
122953	<29	<29	<29
122954	[36,49)	[36,49)	[36,49)
122955	[36,49)	[36,49)	[36,49)
122956	[29,36)	[29,36)	<29
122957	>=65	>=65	[49,65)
122958	[36,49)	未知	[49,65)
122959	<29	<29	<29
122960	<29	<29	<29
122961	[36,49)	未知	[49,65)
122962	[36,49)	[36,49)	[36,49)
122963	<29	<29	<29
122964	>=65	>=65	>=65
122965	[36,49)	未知	[49,65)
122966	[29,36)	[29,36)	[29,36)
122967	[49,65)	[49,65)	[49,65)
122968	>=65	[49,65)	>=65
122969	[29,36)	[29,36)	[29,36)
122970	>=65	[49,65)	>=65
122971	[36,49)	[36,49)	[36,49)
122972	[49,65)	>=65	[49,65)
122973	[29,36)	[29,36)	[36,49)
122974	[49,65)	[49,65)	[49,65)
122975	[29,36)	[29,36)	[49,65)
122976	<29	<29	<29
122977	[36,49)	[36,49)	[36,49)
122978	[36,49)	未知	[49,65)
122979	[49,65)	[49,65)	[49,65)
122980	[36,49)	[36,49)	[36,49)
122981	[36,49)	[36,49)	[36,49)
122982	[29,36)	<29	[36,49)
122983	[36,49)	[36,49)	[36,49)
122984	[29,36)	<29	[29,36)
122985	[29,36)	[29,36)	[29,36)
122986	[49,65)	[49,65)	>=65
122987	[29,36)	[29,36)	<29
122988	>=65	>=65	>=65
122989	[36,49)	[36,49)	[36,49)
122990	>=65	>=65	>=65
122991	[36,49)	[36,49)	[36,49)
122992	>=65	>=65	>=65
122993	<29	<29	<29
122994	<29	<29	<29
122995	[49,65)	[49,65)	[49,65)
122996	<29	<29	未知
122997	[29,36)	[29,36)	[36,49)
122998	[49,65)	[36,49)	[36,49)
122999	<29	<29	<29
123000	[36,49)	[36,49)	[36,49)
123001	[36,49)	未知	>=65
123002	[36,49)	未知	[49,65)
123003	[36,49)	[36,49)	[36,49)
123004	<29	<29	<29
123005	[36,49)	[29,36)	[36,49)
123006	>=65	>=65	>=65
123007	[29,36)	[29,36)	[36,49)
123008	<29	<29	[29,36)
123009	[29,36)	<29	[29,36)
123010	>=65	>=65	>=65
123011	[29,36)	<29	>=65
123012	[36,49)	未知	[49,65)
123013	[36,49)	[29,36)	[36,49)
123014	>=65	>=65	>=65
123015	<29	<29	[49,65)
123016	[49,65)	[49,65)	[49,65)
123017	[49,65)	[49,65)	>=65
123018	<29	<29	<29
123019	[36,49)	[29,36)	[36,49)
123020	<29	<29	<29
123021	<29	<29	[29,36)
123022	>=65	>=65	>=65
123023	[29,36)	[29,36)	[29,36)
123024	>=65	>=65	>=65
123025	<29	<29	[29,36)
123026	[29,36)	[29,36)	[36,49)
123027	[36,49)	未知	[49,65)
123028	[36,49)	[36,49)	<29
123029	[36,49)	[36,49)	[36,49)
123030	[29,36)	[29,36)	[29,36)
123031	>=65	>=65	>=65
123032	[36,49)	[36,49)	[36,49)
123033	[49,65)	[49,65)	[49,65)
123034	[29,36)	[29,36)	[29,36)
123035	[36,49)	[36,49)	[36,49)
123036	>=65	>=65	[49,65)
123037	<29	<29	<29
123038	<29	<29	<29
123039	<29	<29	<29
123040	>=65	>=65	>=65
123041	>=65	[29,36)	>=65
123042	<29	<29	<29
123043	>=65	>=65	>=65
123044	<29	<29	<29
123045	[36,49)	[36,49)	[29,36)
123046	[36,49)	[36,49)	[36,49)
123047	[29,36)	[29,36)	[29,36)
123048	>=65	>=65	>=65
123049	[49,65)	[36,49)	[36,49)
123050	>=65	>=65	>=65
123051	[49,65)	[49,65)	[49,65)
123052	<29	<29	<29
123053	[36,49)	[36,49)	[36,49)
123054	>=65	>=65	>=65
123055	<29	[29,36)	<29
123056	<29	<29	[29,36)
123057	[29,36)	[29,36)	[29,36)
123058	<29	<29	[29,36)
123059	>=65	>=65	>=65
123060	>=65	>=65	>=65
123061	>=65	>=65	>=65
123062	>=65	>=65	[49,65)
123063	>=65	[49,65)	>=65
123064	>=65	>=65	>=65
123065	[49,65)	[49,65)	>=65
123066	[29,36)	[29,36)	<29
123067	[49,65)	未知	[49,65)
123068	[29,36)	[29,36)	[29,36)
123069	<29	<29	[29,36)
123070	<29	<29	[29,36)
123071	>=65	>=65	[49,65)
123072	[29,36)	[29,36)	[29,36)
123073	[36,49)	未知	[49,65)
123074	[49,65)	[49,65)	[49,65)
123075	>=65	>=65	>=65
123076	[36,49)	未知	[49,65)
123077	>=65	[49,65)	>=65
123078	<29	<29	<29
123079	<29	<29	<29
123080	<29	<29	[29,36)
123081	[49,65)	[36,49)	[36,49)
123082	[36,49)	[36,49)	[36,49)
123083	[36,49)	[36,49)	[36,49)
123084	>=65	>=65	>=65
123085	[36,49)	未知	[49,65)
123086	[36,49)	[29,36)	[36,49)
123087	>=65	>=65	>=65
123088	<29	<29	<29
123089	[29,36)	[36,49)	<29
123090	[29,36)	[29,36)	<29
123091	>=65	[49,65)	>=65
123092	[36,49)	[36,49)	[36,49)
123093	<29	<29	<29
123094	[36,49)	[36,49)	[36,49)
123095	[49,65)	未知	[49,65)
123096	<29	<29	<29
123097	[36,49)	[36,49)	[36,49)
123098	[36,49)	[36,49)	[36,49)
123099	[36,49)	[29,36)	>=65
123100	[49,65)	[49,65)	[49,65)
123101	[29,36)	[29,36)	<29
123102	<29	<29	[29,36)
123103	<29	<29	[36,49)
123104	[36,49)	[36,49)	[36,49)
123105	[36,49)	[36,49)	[36,49)
123106	<29	<29	<29
123107	[36,49)	[36,49)	[36,49)
123108	<29	<29	[29,36)
123109	>=65	>=65	[49,65)
123110	>=65	>=65	>=65
123111	>=65	>=65	>=65
123112	>=65	[36,49)	[36,49)
123113	[36,49)	未知	[49,65)
123114	>=65	>=65	>=65
123115	<29	<29	<29
123116	[29,36)	[29,36)	[36,49)
123117	[29,36)	[29,36)	[29,36)
123118	[36,49)	[36,49)	[36,49)
123119	>=65	>=65	>=65
123120	>=65	[36,49)	[36,49)
123121	>=65	[49,65)	>=65
123122	[36,49)	[36,49)	[29,36)
123123	[36,49)	未知	[49,65)
123124	[36,49)	[36,49)	[36,49)
123125	[29,36)	[29,36)	[29,36)
123126	<29	<29	<29
123127	>=65	>=65	>=65
123128	[49,65)	[49,65)	[49,65)
123129	<29	<29	[29,36)
123130	>=65	>=65	>=65
123131	<29	<29	<29
123132	[49,65)	[49,65)	[49,65)
123133	[36,49)	[36,49)	[36,49)
123134	[36,49)	[29,36)	[49,65)
123135	>=65	>=65	>=65
123136	[36,49)	[36,49)	[36,49)
123137	[36,49)	未知	[49,65)
123138	[36,49)	[36,49)	[36,49)
123139	[36,49)	[36,49)	[36,49)
123140	<29	[29,36)	<29
123141	<29	<29	<29
123142	[49,65)	>=65	[49,65)
123143	[36,49)	[36,49)	[36,49)
123144	[36,49)	[36,49)	[36,49)
123145	<29	<29	[36,49)
123146	<29	<29	<29
123147	[49,65)	未知	[49,65)
123148	[36,49)	[29,36)	[49,65)
123149	[36,49)	[29,36)	[36,49)
123150	>=65	>=65	[49,65)
123151	<29	<29	<29
123152	[29,36)	[29,36)	[36,49)
123153	>=65	>=65	>=65
123154	[29,36)	<29	[29,36)
123155	>=65	>=65	>=65
123156	[29,36)	[29,36)	[29,36)
123157	[36,49)	[36,49)	[36,49)
123158	[49,65)	[49,65)	>=65
123159	[36,49)	[36,49)	[36,49)
123160	>=65	>=65	>=65
123161	>=65	>=65	>=65
123162	>=65	>=65	[49,65)
123163	[49,65)	未知	[49,65)
123164	<29	<29	[29,36)
123165	[29,36)	[29,36)	[36,49)
123166	[49,65)	[49,65)	[49,65)
123167	<29	<29	<29
123168	>=65	>=65	>=65
123169	[49,65)	未知	[49,65)
123170	<29	<29	<29
123171	>=65	>=65	>=65
123172	[29,36)	[36,49)	<29
123173	[29,36)	[29,36)	[36,49)
123174	[29,36)	[29,36)	[36,49)
123175	>=65	>=65	>=65
123176	[36,49)	[36,49)	[36,49)
123177	[29,36)	<29	[36,49)
123178	[49,65)	[49,65)	[49,65)
123179	>=65	>=65	>=65
123180	[49,65)	[49,65)	[49,65)
123181	[29,36)	[29,36)	[36,49)
123182	[49,65)	[49,65)	[49,65)
123183	[49,65)	未知	>=65
123184	[36,49)	[29,36)	[49,65)
123185	[49,65)	[49,65)	[49,65)
123186	[29,36)	[29,36)	[29,36)
123187	<29	<29	[49,65)
123188	[36,49)	[29,36)	[36,49)
123189	>=65	>=65	>=65
123190	[49,65)	[49,65)	[49,65)
123191	<29	[29,36)	<29
123192	<29	<29	<29
123193	>=65	>=65	>=65
123194	<29	<29	<29
123195	[29,36)	[29,36)	[36,49)
123196	<29	<29	<29
123197	[49,65)	[49,65)	[49,65)
123198	>=65	>=65	>=65
123199	[36,49)	[36,49)	[36,49)
123200	>=65	>=65	>=65
123201	[29,36)	[29,36)	[29,36)
123202	[49,65)	[49,65)	未知
123203	[36,49)	[36,49)	[36,49)
123204	>=65	>=65	>=65
123205	<29	<29	<29
123206	[49,65)	[49,65)	[49,65)
123207	[36,49)	[36,49)	[36,49)
