wm_food_spu_id	wm_food_spu_name	price	category	ingredients	taste	stand_food_id	stand_food_name
74196	df482-43819-a33280-fc3373-de2424-243077	12.0	[198]	[3, 654, 231, 50]	NULL	4961	df482-43819-fc3373-de2424-2f1084
74197	2c1019-11949-e52645-f32176-d71618-141126-c4699-bd319-e41314	20.0	NULL	NULL	NULL	NULL	NULL
74198	a22084-141126-253499-43819-b82604	11.8	[99]	[28]	NULL	1570	a22084-141126-253499-43819-b82604
74199	59366-e41314-312841-ea1451-141126-c4699-121306-4b2403-653654-5d709-272349	8.0	[37]	[41]	NULL	288	141126-c4699
74200	d686-441442-e41314-8b776	0.0	[90]	NULL	NULL	NULL	NULL
74201	7e751-2c1019-7f4028	3.0	[15, 16, 17]	[374]	NULL	NULL	NULL
74202	0a2002-fa1254-c22859	26.0	[131]	[452, 330, 16, 235]	[3]	3609	0a2002-fa1254-c22859
74203	ed1709-4c2815-802635-cc34-141126-6f1612-262624-ac854-e14039-403983-da270	0.0	[65]	NULL	NULL	NULL	NULL
74204	2b708-c21515-a22084-4e2660-60442-1b955-a92470-6d3428-121306-84752-572883-d42982-d556-101946-3d2304-ae786-272349	9.0	[255]	[27, 53]	NULL	4164	60442-1b955-a92470-6d3428
74205	7f4028-df2800-d52381-fc3373-b82604-bd319-e41314-1b1099	25.0	[0]	[245, 121]	NULL	NULL	NULL
74206	66486-063761-dd1152-fa3636-8b3036-7f4028	13.99	[36]	NULL	NULL	22	8b3036-7f4028
74207	553155-e93918-623009-1c925	26.0	[6]	[12, 3]	[3]	907	553155-e93918-623009-1c925
74208	12963-1c925-7f634-d82616	20.0	[54]	[152]	NULL	2007	12963-1c925-7f634-d82616
74209	8a2234-772477-66812-323291-fc3373-3a316-f91501-43819-b43550-f91501-262624-9f3414-df2800-f91501-c02692-1f549-b12072-bd319-e41314	28.0	[0]	NULL	NULL	NULL	NULL
74210	402923-a22084-102320-2c1019-df2800-c23605-912443-76305-d72063	25.8	[30]	[36]	[7]	18	c94046-623009-df2800-c23605-912443-76305-d72063
74211	ee867-a8274-6b3409-a8274-d82616-f51944-193506-111881-bd3656-251116	39.9	[42]	[48]	NULL	1186	d82616-f51944-013607-251116
74212	6b2824-bd1606-262624-121306-303211-272349	16.0	[59]	NULL	NULL	966	6b2824-bd1606-262624
74213	fe1605-5d709-341620-11995-121306-723217-223701-4e2660-551641-272349	18.0	[204]	[117, 588]	NULL	211	341620-11995
74214	8a2234-dc2601-5a3493-e2458-79400	21.0	[41]	[331, 326]	[29]	10222	552471-5a3493-e2458-79400
74215	f72290-a93922-193078-2c3454-e33426	19.0	[45]	NULL	[4]	3814	193078-2c3454-e33426
74216	f8988-653615-6f3202-f51037-044020-d72063-e33426	10.0	[55, 56]	[51, 63]	[4]	799	f8988-653615-6f3202-d72063-e33426
74217	082380-8d1398-141126-6f1612	24.8	[11, 12, 13]	[2, 15, 20]	[9]	24	082380-8d1398-141126-6f1612
74218	df2800-c23605-b43550	18.9	[70, 71]	[232, 2, 18, 91]	[3]	75	df2800-c23605-b43550
74219	6e2940-c34009-141126-6f1612	4.0	[64]	NULL	NULL	NULL	NULL
74220	d13754-fc3373-c34009-641271	8.0	[15, 16, 17]	[34, 197]	NULL	9401	c34009-d13754-fc3373
74221	a53996-0c1478-922772-212715-bd319-e41314-a82395-2d109-322524-b2193-fc3373-d72063-f91501-2c1019-3a316-0f2663-6e2940-d72063-f91501-8a2234-4a2318-121306-a53996-272349-f91501-f51944-e93918-121306-a53996-272349	69.99	[69]	[212]	NULL	NULL	NULL
74222	dd3028-9c1086-342036-df1770-66812-b43550	68.0	NULL	NULL	NULL	NULL	NULL
74223	a22084-de2424-2c1019-5b1686-121306-8a2234-772477-4a2318-272349	18.0	[11, 12, 13]	NULL	NULL	3904	a22084-de2424-2c1019-5b1686
74224	NULL	39.0	NULL	NULL	NULL	NULL	NULL
74225	f81893-193506	6.0	[54]	[122]	NULL	46	f81893-193506
74226	253256-d32947-421264-323291-f82023-59366-a21596-1f2314-604088-c22859	14.0	[21]	[69]	NULL	NULL	NULL
74227	661087-323291-6d2875-df2800-121306-16978-7372-272349-84752-572883-101946-ae786	3.8	[89]	[135]	[15]	NULL	NULL
74228	NULL	38.0	NULL	NULL	NULL	NULL	NULL
74229	6e2940-64368-dd3028-de2424	4.0	[102, 103]	[1, 2, 22]	[15]	7940	6e2940-64368-dd3028-de2424
74230	d72063-881252	3.0	[144]	NULL	NULL	NULL	NULL
74231	f81893-193506	5.0	[54]	[122]	NULL	46	f81893-193506
74232	fc3373-e33426-1c925	3.0	[45]	[1, 187, 2, 22]	[1]	2781	fc3373-e33426
74233	243857-123068-f81893-193506-121306-59550-59550-d92985-ee867-c43775-272349	6.0	[54]	NULL	NULL	NULL	NULL
74234	d554-da793-231660-772477-2d263-141126-6f1612-f91501-af1654-f83517-e72410-d42982-e0770	23.99	[0]	[103]	NULL	NULL	NULL
74235	4a3834-c6828-16978-59550-9d1564-2522-121306-84752-572883-101946-ae786-272349	5.0	[18]	NULL	NULL	NULL	NULL
74236	c53116-361622-fc3373-12495-823574-c71996-641271-901015	38.0	[15, 16, 17]	NULL	NULL	NULL	NULL
74237	8b3036-a23694-893740-8b3464	20.0	[6]	[17, 1, 44, 2, 22, 3, 459, 220]	NULL	1423	8b3036-a23694-893740-8b3464
74238	f8988-653615-6f3202-f63938-dc3924-fe3258-fc3373-0a3249-bd3656-10905-3a1157	69.9	[0]	[51, 151]	NULL	NULL	NULL
74239	212715-e93918-2c1019-a9774	10.8	[15, 16, 17]	[2, 6, 8, 115, 89]	NULL	NULL	NULL
74240	f51944-7c2882-343137-4a2318-121306-84752-572883-101946-ae786-272349	15.0	[6]	[1, 42, 3, 279, 131]	[1]	409	f51944-7c2882-343137-4a2318
74241	f63389-102379-6d2875-1c3103-1c925	4.0	[18]	NULL	NULL	NULL	NULL
74242	121306-a53996-d92985-783514-bb3653-dd3028-db505-c23605-272349-fa2505-0e880-8a2234-c23605-6b3322-b2193-fc3373-7c1500-7f2759-322524-a23694-b43550	35.0	[178]	NULL	NULL	NULL	NULL
74243	fa2505-0e880-0a271-a0318-87965-772477	15.9	NULL	NULL	NULL	NULL	NULL
74244	f1845-c21871-553155-c21014-f1845-121306-9d1564-d92985-652546-99196-272349	0.99	[109, 110]	NULL	NULL	NULL	NULL
74245	9d3940-ac3662-893740-87965-e84090	38.0	[159]	NULL	NULL	10223	9d3940-ac3662-893740
74246	b51826-b51826-4a2318	3.98	[94]	[65]	NULL	NULL	NULL
74247	dd1152-d556-6b3322-423697-2c1019-f91501-5a1952-042150-141126-7f4028-f91501-a93922-6e3288-b03873-f91501-2c3401-a4589-f91501-43819-b43550	30.0	[0]	[215, 26]	NULL	NULL	NULL
74248	893740-8b3464-121306-f83624-9d1564-d92985-2522-272349	3.98	[92]	NULL	NULL	NULL	NULL
74249	66812-db2324-de2424-121306-16978-7372-272349	4.28	[5]	NULL	NULL	NULL	NULL
74250	7e1325-48690-141126-6f1612	6.28	[48]	[213]	NULL	NULL	NULL
74251	2c1019-df2800-a13945	4.0	[141]	[2]	[1]	1711	2c1019-df2800-a13945
74252	d0768-e41314-fc3373	7.5	[23]	NULL	NULL	NULL	NULL
74253	b2193-fc3373-d71618	8.8	[167]	[44, 2, 85, 70]	[1]	1935	b2193-fc3373-d71618
74254	342412-981676-11949	5.0	[5]	NULL	NULL	NULL	NULL
74255	6d2875-2c1019-df2800-121306-5c3975-3d2304-d72063-ac854-b74042-e31999-84752-572883-101946-ae786-272349	2.5	[89]	[135]	NULL	377	6d2875-2c1019-df2800
74256	a93922-6e3288-b03873-121306-84752-572883-101946-ae786-272349	3.88	[92]	[215]	NULL	NULL	NULL
74257	e52645-7b1223-fa1551-af2496-df2800-033679-901015-dd2480-fb1343-653654-152058	19.8	[192]	[99]	NULL	646	df2800-033679
74258	c3176-cf2679-2b3552-431422-c02692-11995-262624-121306-231660-971769-272349	20.0	[124]	[84]	NULL	10224	c3176-cf2679-2b3552-431422-11995-262624
74259	551115-66812-1c3103-121306-a53996-7372-272349	4.58	[5]	NULL	NULL	NULL	NULL
74260	812352-f8988-653615-6f3202	69.0	[91]	[51, 95, 99]	NULL	NULL	NULL
74261	62462-743496-64368	16.0	[216, 128]	[63, 95, 154, 308, 139]	[4]	3882	62462-743496-64368
74262	cc481-dc1756-df2800	8.0	[156]	NULL	NULL	NULL	NULL
74263	c41429-fa1254-c23605-b43550	28.0	[70, 71]	[126, 2, 18]	[1]	701	c41429-643851-c23605-b43550
74264	4a3834-c6828-121306-59550-7372-272349	4.58	[4]	NULL	NULL	NULL	NULL
74265	cf2346-022908-141582-323291-dd3028-021794-2c1019-f91501-43819-b43550	41.9	[0]	NULL	NULL	NULL	NULL
74266	b2193-e43593-9b2195-743496-cf1867-5a537	32.0	[104]	[152]	NULL	NULL	NULL
74267	fa2505-0e880-231660-2c1019-81588-121306-87965-7372-272349	15.8	[64]	[24]	[13]	148	231660-2c1019-81588
74268	a33280-fc3373-141126-47115-423697-d72063	23.0	[143]	[2, 45, 123]	[3]	6028	141126-47115-fc3373-423697-d72063
74269	2d2779-111881-f71647-43819-e21548-4a2318-b82604-121306-95452-22469-272349	12.0	[233]	[21, 22]	NULL	5508	f71647-43819-e21548-4a2318-b82604
74270	f91991-cc2898-2b2091-5f38-121306-dd539-251491-044020-042150-272349-121306-231660-272349-1b1099	24.0	[84]	[98]	NULL	NULL	NULL
74271	2c1019-df2800-a13945	8.0	[141]	[2]	[1]	1711	2c1019-df2800-a13945
74272	3c304-923225-af566-943539-342036-3c351-1d1024-021193-43819-54938-021794	39.9	[98]	NULL	[3]	3991	43819-54938-021794
74273	082380-552471-f51944-7c2882-343137-4a2318	14.0	[6]	[186, 279]	NULL	10225	082380-552471-f51944-7c2882-343137-4a2318
74274	8a2234-ae1825-4b644-a13945	12.0	[219]	[165, 113, 166, 441, 209]	[4]	929	4b644-a13945
74275	121306-f42916-e0770-272349-231660-971769-ff1902-063107-2e3698-313330-bd3159-ff1902-0b376	34.0	[78]	[265]	NULL	NULL	NULL
74276	323291-9b2195-11995-74802	25.0	[135]	[52, 114]	NULL	3554	323291-9b2195-11995-74802
74277	a33027-3c1399-323291-f82023-b82604	16.8	[153]	[21, 69]	[17]	7734	323291-f82023-b82604
74278	0f2663-6e2940-d91104-d91104	12.0	[169]	[27, 212]	[36]	2955	0f2663-6e2940-d91104-d91104
74279	9f1640-ce4073-a22084-433952-343675-152058	16.0	[132, 133]	NULL	NULL	NULL	NULL
74280	4a3834-d71618	10.0	[93]	NULL	NULL	NULL	NULL
74281	831995-322524-233398-1c925-2c1019	17.0	NULL	NULL	NULL	NULL	NULL
74282	402923-0c3415-cf2679	4.9	[271]	[102]	NULL	NULL	NULL
74283	11995-323291-8a2234-d32365-633554	3.0	[15, 16, 39]	[17, 52]	[30]	NULL	NULL
74284	231660-971769-b42747-9f757-b42747-641401-262624-923691-db1604-831995-241997-094065	68.0	[78]	NULL	NULL	2447	641401-262624-b42747-9f757-b42747-923691-db1604-831995
74285	c31718-c23605-b2193-652630	44.0	[223]	[44, 392, 2, 163, 218, 89]	NULL	715	c31718-c23605-b2193-652630
74286	a51427-d686-441442-e41314-8b776-121306-281637-253481-08992-912577-272349	0.0	[90]	NULL	NULL	NULL	NULL
74287	2c1019-df2800-323291-f82023-c23605-b43550	33.88	[70, 71]	[21, 69]	[1]	10226	323291-f82023-2c1019-df2800-c23605-b43550
74288	312841-c34009-ed1709-082380-231660-6e2940-e1869-bd319-e41314	15.9	[0]	NULL	NULL	NULL	NULL
74289	NULL	7.8	NULL	NULL	NULL	NULL	NULL
74290	28807-442854-b2193-0b297-da793-6d3428-3d2304-052022-76918-a13945	58.0	NULL	NULL	NULL	NULL	NULL
74291	402923-0c3415-cf2679	4.8	[271]	[102]	NULL	NULL	NULL
74292	b7307-401535-2c1019-a9774-2c1019-81588-442854-e01010-e43593-bd319-e41314-2d4026-292238-1b3461-ea2006-652546-292238-a22132-99196	59.8	NULL	NULL	NULL	NULL	NULL
74293	NULL	109.0	NULL	NULL	NULL	NULL	NULL
74294	4521-8e1901-4a2318-2c1019-fc3373-c23605-43819-6d3428-f91501-5a537-2682-3c3113-021193-d42982-e0770	42.0	[0]	[256]	NULL	NULL	NULL
74295	c02692-0b1820-e21548-411625-231660-a22084-7f1133-11995-262624-653654-231660-971769	18.0	NULL	NULL	NULL	NULL	NULL
74296	323291-233398-dd1152-692433-06729-66812-43819-b43550-69229-e01010-bd319-e41314	190.0	[69]	NULL	NULL	NULL	NULL
74297	60442-322524-b2193-291209-121306-4a2318-272349	32.0	[11, 12, 13]	[44, 70]	[25]	425	60442-322524-b2193-291209
74298	6a3579-eb3483-3c1399-f8988-653615-6f3202-593935-5a1952-cb1524-2c3401-9c3569-d82616-f51944-df2800-121725-422539-d6595	288.0	[154]	[51]	NULL	NULL	NULL
74299	323291-233398-423697-d72063	18.8	[143]	[12, 1, 14, 38, 2, 7, 15, 20]	[8]	10227	323291-233398-423697-d72063
74300	87965-aa3982-2b1128-c92945-323291-831995-2043-141126-a0318-121306-d63854-572883-84752-572883-101946-3d2304-ae786-272349	3.0	[15, 16, 31]	[45]	NULL	NULL	NULL
74301	c31718-9251-082380-233398-b2193-fc3373-802635-6d3428-bd319-e41314	50.0	NULL	NULL	NULL	NULL	NULL
74302	e314-c62143-262624-342036-312841-df2800-121725-121306-101946-84752-652016-3d2304-ae786-292096-65787-ed3568-3d2304-d42982-d556-272349	36.0	NULL	NULL	NULL	NULL	NULL
74303	66812-141126-6f1612-121306-441442-ed3568-3d2304-6b3322-423697-2c1019-bb238-11949-361622-b43550-7b3242-84752-272349	4.0	[18]	NULL	NULL	NULL	NULL
74304	573176-94134-321007-cf2679-2b2091-5f38	32.0	[84]	NULL	NULL	2393	573176-94134-321007-cf2679-2b2091-5f38
74305	NULL	68.0	NULL	NULL	NULL	NULL	NULL
74306	NULL	73.0	NULL	NULL	NULL	NULL	NULL
74307	NULL	106.0	NULL	NULL	NULL	NULL	NULL
74308	NULL	18.0	NULL	NULL	NULL	NULL	NULL
74309	5e1438-243077-b82604	5.0	[99]	[120, 52, 131, 119, 28, 209]	NULL	6889	5e1438-243077-b82604
74310	553155	0.5	[18]	NULL	NULL	NULL	NULL
74311	121306-103120-5e278-661214-431608-961815-af3196-272349-0a2002-c92945-af3196-0b4049-8d1483-042150-cc481-dc1756-df2800-a53996-7372-121306-84752-572883-101946-ae786-272349	3.0	[18]	NULL	NULL	NULL	NULL
74312	60442-ed1709-082380-6e2940-e1869-e33426-082380-901269	11.0	[142]	[222]	[3]	248	6e2940-e1869
74313	6b2824-bd1606-2c1019-79400-121306-441442-572883-a13945-d556-601089-3d2304-ae786-272349	16.98	[89]	[331]	NULL	NULL	NULL
74314	121306-023046-323291-b2193-fc3373-29900-272349-a51427-a51427-a51427	8.88	[18]	NULL	NULL	NULL	NULL
74315	121306-c53116-f82023-272349-84752-572883-101946-ae786-b74042-a51427-a51427-a51427	3.0	[15, 16, 17]	[69]	NULL	NULL	NULL
74316	a22084-6e2940-a33280-8b3464	32.0	[6]	[464, 2, 479, 111]	NULL	4529	a22084-6e2940-a33280-8b3464
74317	cc481-dc1756-df2800	15.5	[156]	NULL	NULL	484	cc481-dc1756-df2800
74318	402923-4f1911-8b3036-7f4028-f91501-fc3373-f63938-24424-f91501-d42982-d556	34.0	[0]	NULL	NULL	NULL	NULL
74319	c53116-812352-431248-121306-a53996-dc2884-272349	24.0	[14]	[271]	NULL	NULL	NULL
74320	323291-c31718-bc2296-2c1019-81588-fc3373-b43550	22.0	[10]	[24, 182]	NULL	NULL	NULL
74321	e33146-1d283-b51826-b51826-4a2318	19.0	[14]	[65, 2, 80, 89]	NULL	NULL	NULL
74322	a22084-de1296-341620-11995-e33426	10.0	NULL	NULL	NULL	NULL	NULL
74323	6b3322-141126-141126-c4699	4.5	[37]	[41]	NULL	10228	6b3322-141126-141126-c4699
74324	121306-0a2002-272349-a33280-661087-cf2679-121306-fb1736-572883-db3612-ac854-101946-3d2304-ae786-272349	17.8	[18]	NULL	NULL	NULL	NULL
74325	553155-f63166-2043-141126-3a316	23.0	[3]	[2, 45, 3]	[0, 6]	833	553155-f63166-2043-141126-a0318
74326	052022-5315-812352-4a2318	3.88	[94]	NULL	NULL	NULL	NULL
74327	341620-233398-a13945	18.0	[230]	[1, 215, 2, 3, 5, 70, 50]	[0]	993	341620-233398-a13945
74328	6c3007-5a537-323291-c31718	28.0	[11, 12, 13]	[182]	[28]	4278	6c3007-5a537-323291-c31718
74329	341620-4a2318-66812	68.0	[8, 9]	[383, 2, 5, 243, 6, 15, 31, 297]	[0]	684	341620-4a2318-66812
74330	7a410-141126-423697-d72063	26.0	[143]	[38, 2, 123, 7]	[1]	740	7a410-141126-423697-d72063
74331	342036-c02692-981676-7c2882-d62216-1c925-121306-342036-253349-633547-272349	13.0	[24]	[176]	[3]	2747	981676-342036-c02692-d82616-d62216
74332	c31718-141126-47115	16.0	[95]	[123]	NULL	NULL	NULL
74333	66812-1c3103-dd2480-7372	3.58	[5]	NULL	NULL	NULL	NULL
74334	402923-223743-b2193-fc3373-992998	32.0	[251]	[1, 2, 22, 321, 5, 70, 50]	[1]	1138	b2193-fc3373-992998
74335	c31718-232727-141126-47115-ef1573-b43550	25.8	[10]	[14, 2]	NULL	128	c31718-232727-141126-47115-ef1573-902437-b43550
74336	342412-981676-be2895-c23605-b43550-121306-2e1710-4b1486-582418-272349	28.0	[70, 71]	[204]	NULL	10229	342412-981676-c23605-b43550
74337	6f3045-c43900-412242-e33426-1c925	2.0	[45]	[1, 2, 346, 86, 11, 167]	NULL	10230	c43900-412242-e33426-1c925
74338	b2193-1c3103-ae1323-f33446-6d3428	42.0	[50, 51, 52]	[327]	[3]	7808	b2193-1c3103-ae1323-f33446-6d3428
74339	cf2346-022908-a33280-fc3373-231660-0f2663-e33426-1c925	8.0	[45]	[3, 298, 32, 212, 34, 84]	[1]	832	a33280-fc3373-231660-0f2663-e33426-1c925
74340	ba2675-521153-c23605-b43550	20.0	[70, 71]	[2, 18]	[7]	159	ba2675-521153-c23605-b43550
74341	f81893-193506	14.0	[54]	[122]	NULL	46	f81893-193506
74342	c53116-d13754-11949	169.0	[14]	[44, 2, 34, 164, 70]	NULL	NULL	NULL
74343	233398-1c925-2c1019-f42330	38.0	[11, 12, 13]	[14, 2, 5, 24, 6, 15]	[13]	179	233398-1c925-2c1019-5b1686
74344	e73583-d71618-c22859-a43031-66812	45.0	[21]	[2, 91, 6, 15, 16, 72]	NULL	1009	e73583-d71618-c22859-a43031-66812
74345	2c1955-323291-6b3322-a93922-141126	63.0	[11, 12, 13]	[2]	NULL	3318	6b3322-a93922-141126
74346	50882-843441-e61012-572883	49.0	[91]	NULL	NULL	NULL	NULL
74347	1f549-e93918	32.0	[146]	NULL	NULL	4862	1f549-e93918
74348	0a3249-7c2882-f71647-43819	28.0	[11, 12, 13]	[113, 2, 172, 18, 16, 173]	NULL	669	0a3249-7c2882-f71647-43819
74349	c23609-1b955-e93739-9e2185-0f95	39.0	[203]	[149, 52, 99]	NULL	558	c23609-1b955-e93739-9e2185-0f95
74350	72226-2f1084-da394-a11519-291209	11.0	[5]	NULL	NULL	NULL	NULL
74351	d63854-2e1710-031708-021794	222.0	[221]	[81, 18, 11, 338, 402, 220, 50]	NULL	NULL	NULL
74352	fa2505-0e880-c53116-4b2403-d72063	18.0	[74]	NULL	[10]	2710	c53116-4b2403-d72063
74353	231660-be2895-6d2875-fc3373-b43550-84752-e01010-bd319-e41314	25.0	[0]	NULL	NULL	NULL	NULL
74354	661087-1e4086-323291-931925-43819-b43550	5.0	NULL	NULL	NULL	NULL	NULL
74355	f34-f51944-dd3466-10905-b21236-d6218	12.0	[91]	[39]	NULL	5379	f34-f51944-dd3466-10905
74356	8a2234-c23605-6b3322-b2193-fc3373-f91501-2d109-322524-2c1019-df2800-f91501-f81893-193506-69229-bc2296-b43550	35.0	[0]	NULL	NULL	NULL	NULL
74357	c53116-f82023	6.0	[18]	[89]	NULL	NULL	NULL
74358	303211-6b2824-bd1606-a22084-262624-1b1099	12.0	[59]	NULL	[41]	1087	6b2824-bd1606-a22084-262624
74359	ff2965-e93918-121306-84752-572883-101946-ae786-272349	8.0	[61]	NULL	NULL	1426	ff2965-e93918
74360	082380-8d1398-141126-6f1612-ef1573-b43550	18.0	[10]	[7, 20]	[9]	1224	082380-8d1398-141126-6f1612-b43550
74361	72226-2f1084-9a409-0b1820-3a316-3f3154	12.8	[83]	NULL	NULL	NULL	NULL
74362	651617-41810-ce4073-231660-2c1019-81588	21.0	[64]	[24]	[3]	148	231660-2c1019-81588
74363	dd1152-fa3636-69229-e01010-e41314-c31718-fe1605-981676-7c2882-b82604-fe3258-7f4028-df2800-d52381-fc3373-b82604-fe3258-5a3493-d62216-fe3258-661087-7c2882-552471-f42330	46.8	[69]	[245, 324, 121, 176]	NULL	NULL	NULL
74364	c81857-243077-492461-611678-b82604	6.6	[164]	[97, 27, 231, 237]	[3]	10231	c81857-243077-492461-611678-b82604
74365	231660-772477-11949-361622-d81534-121306-101946-38958-43819-b43550-272349	69.88	[11, 12, 13]	[44]	[29]	5773	11949-361622-d81534
74366	c7871-c7871	8.0	[46]	NULL	NULL	242	c7871-c7871
74367	212715-212715-ed1709-4c2815-dd3028-342412-f51944	24.0	[55, 56]	[51, 236, 422, 48]	NULL	1933	ed1709-4c2815-dd3028-342412-f51944
74368	262624-9f3414-df2800	1.5	[8, 9]	[2]	NULL	923	262624-9f3414-df2800
74369	a93922-af3673-6b2824-bd1606-262624-121306-231660-971769-272349	18.0	NULL	NULL	NULL	NULL	NULL
74370	233398-1c925-2c1019-f42330-ef1573-b43550	22.0	[10]	[14, 88, 2, 15]	NULL	526	233398-1c925-2c1019-f42330-ef1573-902437-b43550
74371	8a2234-8a2234-a63626-be2895-ed1709-4c2815-b2193-fc3373-442854-e41314	29.9	[32, 33]	[48]	NULL	NULL	NULL
74372	121306-a0501-cf2679-082244-521153-272349-d92763-6b3322-423697-2c1019-f91501-c31718-021794-f42916-d92015-cf2679-4a2318-f91501-43819-b43550	34.0	[0]	[436]	NULL	NULL	NULL
74373	e7494-6b3322-611678	15.0	[6]	[1, 2, 3, 16]	NULL	135	e7494-6b3322-611678
74374	6b3322-121725-121306-9d1564-5b1686-272349	17.9	[157]	NULL	NULL	NULL	NULL
74375	1d1024-c22442-2c1019-231660-81588	29.9	[89]	[24, 15]	[23]	9879	1d1024-c22442-2c1019-81588
74376	831995-7f4028-c34009-2c1019-121306-2c1019-81588-272349	14.5	[64]	[24]	[3]	3260	831995-7f4028-c34009-2c1019
74377	8a2234-6e2940-4a2318	5.88	[18]	NULL	NULL	NULL	NULL
74378	082380-233398-3c2588-021794-43819-54938	25.0	[113]	NULL	[9]	10232	3c2588-021794-082380-233398-43819-54938
74379	0a3249-233398-66151-2c1019	49.0	[11, 12, 13]	NULL	NULL	841	233398-e93918-2c1019
74380	72226-2f1084-363247-f92329-b2193-41810-87314-16978-9d1564-d92985-2522	36.0	[26]	NULL	NULL	NULL	NULL
74381	121306-231660-971769-272349-c23609-1b955-a22084-262624-2b2091-5f38	28.0	[84]	NULL	NULL	3082	c23609-1b955-a22084-262624-2b2091-5f38
74382	c53116-2043-141126-a0318	3.0	[15, 16, 31]	[2, 45, 34]	NULL	NULL	NULL
74383	9a409-0b1820-021193-35715-3a316	4.5	[83]	NULL	NULL	NULL	NULL
74384	e93887-2e1710-363247-042150-a13945-652630-6d3428-c71996-b2193-682499	32.0	[223]	[262, 392]	[3]	NULL	NULL
74385	d63854-243077-1f3840-9d526-743496-d72063-e33426	12.0	[55, 56]	[224, 63, 225, 226]	[4]	265	d63854-243077-1f3840-9d526-743496-d72063-e33426
74386	002989-ac4075-9251-c43900-412242	19.0	[1]	[85]	NULL	NULL	NULL
74387	1a1215-43819-b82604	4.0	[99]	[366, 27, 231, 28]	NULL	140	60442-43819-b82604
74388	fc3373-0a3249-023207-fd2565	20.0	[55, 56]	[63, 151, 2, 370, 52, 95, 247]	[20]	7115	fc3373-0a3249-023207-fd2565
74389	ed1709-4c2815-303211-112728-d72063-e33426	9.5	[32, 33]	[63, 370, 52, 95, 48]	NULL	3176	ed1709-4c2815-303211-112728-d72063-e33426
74390	052022-28807-212384	16.0	[80]	NULL	NULL	NULL	NULL
74391	121306-c22442-d72077-11995-262624-272349	18.0	[73]	[17, 105, 52, 573]	NULL	NULL	NULL
74392	69229-af2496-a21596-1e2402-10905-ea2006-c2733-b2193-ff3524-421264-442854	49.5	[32, 33]	[61]	[7]	2306	b2193-442854
74393	1f2100-951737-853235-581235	19.0	[59]	[87]	NULL	NULL	NULL
74394	d63854-d13754-251932-8a2234-021794	249.0	[8, 9]	[677]	NULL	NULL	NULL
74395	b12072-fc3373-f34-f51944-b51860-b51860	23.0	[104]	[39]	NULL	3030	f34-f51944-f51944-e93918
74396	6b3322-a93922-ed3568-901869-87965-e01010-ac854-bd319-e41314	39.0	[0]	NULL	NULL	NULL	NULL
74397	1b592-1f2100-11949	5.88	[157]	[131]	[4]	NULL	NULL
74398	db505-c23605-d13754-731761	36.0	[11, 12, 13]	[2, 22, 6, 80]	NULL	2811	c23605-d13754-731761
74399	c34009-cf2679-812352-43819	16.0	[11, 12, 13]	[1, 2, 42, 3]	[17]	354	6e2940-c34009-cf2679-812352-43819
74400	fa3821-322524-2c1019-df2800-ef1573-b43550	26.0	[10]	NULL	NULL	2425	fa3821-322524-2c1019-ac3662-ef1573-902437-b43550
74401	43819-b43550	3.0	[25]	[27]	[3]	16	43819-b43550
74402	343137-4a2318-df2800-cf2679-a13945	5.0	[141]	[1, 2, 22, 18, 279]	[1]	1565	343137-4a2318-df2800-cf2679-a13945
74403	c02692-e21548-cf2679-66812-e52645-bf5	40.0	[131]	NULL	[3]	10233	e21548-cf2679-66812-e52645-bf5
74404	661087-1e4086-43819-b43550	3.0	[25]	[27]	NULL	16	43819-b43550
74405	121306-9b2653-971769-272349-f72290-342412-11995-262624	12.0	[73]	NULL	NULL	6755	f72290-342412-11995-262624
74406	233398-442854-d52381-fc3373-b82604-69229-e01010-e41314-152853-1b1099	69.0	[69]	[245]	NULL	NULL	NULL
74407	2043-141126-0a271-a0318-6f3045-c43900-412242	18.0	[80]	NULL	NULL	NULL	NULL
74408	72226-2f1084-e33426-582418-823383	1.0	[65]	NULL	NULL	NULL	NULL
74409	661087-323291-141126-6f1612-3a316	18.8	[6]	[1, 138, 2]	[15]	683	661087-323291-141126-6f1612-3a316
74410	323291-831995-771208-d71618-1b1099	7.0	[64]	NULL	[7]	1449	771208-d71618
74411	442854-442854-69229-e01010-bd319-e41314-552153-0c2702-bd319-1b1099	115.5	[69]	NULL	NULL	NULL	NULL
74412	65804-b03873	15.0	[92]	NULL	NULL	NULL	NULL
74413	a33280-fc3373-231660-0f2663-e33426-1c925-59550-7372-121306-59550-253349-272349	8.0	[45]	[3, 298, 32, 34, 84]	[1]	832	a33280-fc3373-231660-0f2663-e33426-1c925
74414	dd1152-d556-6d2875-6a841-dd3028-de2424-121306-231660-772477-272349	50.0	[8, 9]	[22]	[1]	991	6d2875-6a841-dd3028-de2424
74415	f81893-193506	5.9	[54]	[122]	NULL	46	f81893-193506
74416	141582-102277-8b3036-6d3428	16.0	[242]	[186, 2, 42, 3, 7, 56, 16]	[0]	1677	141582-102277-8b3036-6d3428
74417	4b2403-5e3927-243077-d72063	38.0	[49]	[340, 341]	[3]	534	5e3927-243077-4b2403-d72063
74418	231660-981676-f34-f51944-2c3863-fd2565	38.0	[131]	[36, 39, 10, 7, 330]	[3]	10234	231660-981676-2c3863-fd2565
